user_id,item_id
1,1
1,10158
1,11472
2,6665
2,2297
2,1
3,5141
3,4662
3,2296
3,3372
3,3030
3,7233
3,1
4,11050
4,9382
4,4012
5,9849
5,2002
5,5364
5,1
5,6552
5,7235
5,1919
5,6906
6,356
6,9355
6,7387
6,3372
6,2297
6,481
6,2296
6,1
6,1974
6,2532
7,487
7,2320
7,1
7,187
7,488
8,2994
8,9898
8,3979
8,10973
8,3372
8,1
9,2296
9,3372
9,2297
9,1788
10,1815
10,1948
10,4264
10,1
10,759
11,382
11,1
11,9882
12,7173
12,290
12,173
12,1
12,11453
12,7717
12,2766
12,11232
12,5821
12,5323
12,9355
12,7154
12,662
13,7388
13,2296
13,1737
13,1117
13,6221
13,1
13,2461
14,6031
14,6010
14,4364
14,7487
14,1838
14,3372
14,2296
14,3693
14,1932
15,907
15,5676
15,2894
15,8632
15,3129
15,3952
15,4943
15,4509
15,1364
15,3443
15,6068
15,710
15,4648
15,1799
15,5677
15,4002
15,8908
15,1609
15,3045
15,3980
15,4025
15,331
15,803
15,542
15,2994
15,9202
15,7720
15,1280
15,2615
15,1535
15,8310
15,1
15,335
15,6048
15,6644
16,1294
16,1247
16,1
16,2296
16,2541
16,1936
16,2105
17,2296
17,4118
17,1
17,568
18,11664
18,7834
18,7249
18,10528
19,3773
19,10253
19,2
20,11208
20,10387
20,2
20,10
20,9712
20,8507
20,11057
20,10786
20,8867
20,11053
20,10253
20,10314
20,11066
21,3074
21,7212
21,6279
21,1287
21,2486
21,3793
21,1136
21,1103
21,1962
21,10562
21,2006
21,9968
21,7375
21,10855
21,1912
21,2864
21,3468
21,1345
21,732
21,3855
21,11245
21,1286
21,4349
21,4551
21,11174
21,306
21,5263
21,1644
21,11244
21,4547
21,11246
21,2
21,7273
21,3347
21,11079
21,7276
21,11540
21,11641
21,1203
21,6288
21,5489
21,3093
21,7349
21,2422
21,54
21,3141
21,4394
21,11056
21,3658
21,2817
21,994
22,2
22,6471
22,2497
23,2298
23,6399
23,6899
23,11646
23,6963
23,2994
23,4746
23,11312
23,8686
23,11645
23,11027
23,11038
23,7393
24,7955
24,6323
24,6340
24,5505
24,2
24,4651
24,11180
24,8135
24,5440
24,8928
24,9001
24,5970
24,1899
25,6276
25,2
25,149
25,4882
25,3809
25,3104
25,11061
25,6384
26,7798
26,185
26,4841
27,3006
27,5862
27,2
28,10753
28,1728
28,715
28,10107
29,2408
29,3
29,6760
29,6279
30,8733
30,3
30,5076
30,11157
31,1381
31,11816
31,11809
31,3
31,9171
31,11808
31,11644
32,8833
32,9336
32,2820
32,9436
32,3
32,11518
32,6949
33,3
33,672
33,10581
33,4128
33,1557
33,3737
33,1312
34,1309
34,2891
34,2092
34,3141
34,4028
34,782
34,7714
34,378
34,2248
34,3
34,9084
35,2461
35,6905
35,9193
35,7388
35,1628
35,899
35,4563
35,2176
35,6906
35,2994
36,8127
36,5103
36,7003
37,1977
37,3294
37,5433
37,3100
37,2154
38,1880
38,4
38,9869
38,11803
38,2643
38,1931
39,2461
39,2483
39,6918
39,4403
39,2460
39,4154
39,8624
40,6756
40,8731
40,4
40,6754
40,6752
40,6758
41,4877
41,2903
41,5
42,3347
42,5
42,2405
43,9475
43,5
43,6338
43,9576
43,5932
43,8063
44,11297
44,5
44,3890
44,1736
44,7082
45,5841
45,2296
45,2979
45,2814
45,4993
45,9689
45,8519
45,2270
46,5707
46,9388
46,11126
46,6641
46,8566
46,11559
46,978
46,11447
46,665
46,11494
46,10405
46,2129
46,9355
46,8927
46,11495
46,7019
46,10985
46,10379
47,5
47,10061
47,10066
48,1493
48,950
48,2684
48,5
48,11134
49,5260
49,4534
49,5
49,3929
50,6949
50,6918
50,8152
50,3907
50,4255
50,6358
50,3387
50,4763
50,3855
50,1626
50,1852
50,9230
50,10713
50,3294
50,6382
50,1644
50,2129
50,3305
50,5006
50,7123
50,3862
50,3438
50,780
50,9710
50,4407
50,4011
50,5
50,3983
50,1598
50,9431
50,569
50,1891
50,5276
51,5942
51,4282
51,1003
51,4398
51,1349
51,3286
51,1864
51,6803
52,2532
52,8473
52,5176
52,6060
52,1735
52,3665
52,2615
52,6
53,8126
53,3596
53,1919
53,7298
53,615
53,11221
53,9838
53,11153
54,6
54,11379
54,1929
55,6801
55,3178
55,2170
55,1664
55,4089
55,598
55,2615
55,3983
55,4080
55,6949
55,3652
55,462
55,6288
55,6427
55,3869
55,4609
55,3303
55,2918
55,2320
55,3926
55,2129
55,6437
55,5260
55,4949
55,719
55,1375
55,1353
55,6827
55,2600
55,2330
55,2352
55,6
55,3143
55,2884
55,6941
56,693
56,318
56,2464
56,4634
56,9670
56,691
56,2814
56,6
57,8145
57,6
57,6379
57,7388
57,9234
57,8895
58,3625
58,1735
58,1732
59,7329
59,388
59,7334
59,2532
59,7
59,5423
59,7395
60,5707
60,338
60,7775
60,5688
60,3785
60,6925
61,7986
61,10147
61,10266
61,9767
61,7
61,11469
61,10144
62,8929
62,5594
62,1084
62,2788
62,1488
62,5338
62,6497
62,4976
62,5011
62,1210
62,4406
62,3624
62,412
62,3380
62,1735
62,5535
63,3483
63,5353
63,7
63,1881
63,10441
63,2209
63,2529
63,9520
64,5161
64,4635
64,6784
64,6800
64,7
65,6489
65,2400
65,6714
65,2541
66,4179
66,3693
66,5993
66,2647
66,9843
66,1564
66,6449
66,9067
66,3559
66,10970
66,7019
66,10977
67,2319
67,4860
67,1653
67,3353
67,1812
67,174
67,240
67,1628
67,8
68,6757
68,2132
68,6756
68,10457
68,8
68,6142
68,11326
69,1331
69,173
69,8155
69,4509
69,10
69,9598
69,2464
69,5525
69,279
69,11551
69,7247
69,8868
69,4195
69,8
69,1628
69,9795
69,4900
69,4609
69,5249
69,9797
69,9592
69,462
69,8823
69,9593
69,1929
69,5508
69,8133
69,7434
69,9606
69,1538
70,4555
70,9930
70,8
71,6179
71,264
71,5080
71,11295
71,4699
71,10473
71,11297
71,6744
71,8
71,11293
72,860
72,283
72,5226
72,8
72,310
72,812
73,8886
73,8996
73,3352
74,11500
74,9246
74,6908
74,11001
74,11214
74,5374
74,1170
74,671
74,8632
74,1030
74,10704
74,7610
74,7189
74,2878
74,10544
74,5392
74,8134
74,11597
74,962
74,7631
74,10686
74,9714
74,6646
74,11694
74,11873
74,235
74,10121
74,10850
74,3214
74,8788
74,8207
74,11323
74,9
74,541
74,9236
74,8628
74,9465
74,11026
74,5603
74,11080
74,8515
74,6392
74,9245
74,10292
74,1800
74,5361
74,4857
74,5069
74,6907
74,1300
74,10284
74,10355
74,5357
74,5332
74,5604
74,9124
74,8709
74,9390
74,3728
74,10982
74,6381
74,2558
74,4650
74,4895
74,6471
74,11213
74,4170
74,7295
74,8093
74,4996
74,10829
74,5371
74,9234
74,6918
74,4059
74,11471
74,9231
74,8572
74,1375
74,9123
74,10467
74,11799
74,5459
74,5611
74,4264
74,6581
74,11129
74,1119
75,8754
75,8946
75,9710
76,5493
76,4674
76,10984
76,8843
76,5460
76,5462
76,487
76,753
77,959
77,7123
77,5956
77,2144
77,9442
77,7815
77,4730
77,8126
77,9
77,5260
78,7542
78,10033
78,6231
78,10715
78,10718
78,9928
78,10
78,10561
78,9285
78,8718
78,9138
78,9163
78,7201
78,10727
78,7332
78,11670
79,7394
79,5214
79,8488
79,9766
79,11169
79,10786
79,2891
79,10384
79,3484
79,9571
79,8280
79,10
79,7088
79,8281
79,8794
79,11066
79,11712
79,11702
79,7089
79,10792
79,8806
79,11730
79,11690
79,11306
79,11748
79,1117
79,10585
79,11208
80,8469
80,9165
80,7266
80,10
80,4551
81,8435
81,8772
81,8488
81,7137
81,8490
81,10499
81,9668
81,10
82,10835
82,9121
82,9836
82,11667
82,9367
82,9384
82,11099
82,4979
82,11628
82,7260
82,4370
82,11073
82,4043
82,9356
82,496
82,7010
82,3186
82,4278
82,11575
82,11235
82,2682
82,8284
82,2594
82,2587
82,286
82,2417
82,10358
82,11210
82,11698
82,2328
82,11180
82,4468
82,11540
82,2461
82,2592
82,7513
82,3302
82,7011
82,1117
82,5337
82,3218
82,2080
82,3209
82,11832
82,4259
82,3862
82,7670
82,7995
82,9184
82,9461
82,3442
82,9893
82,3696
