user_id,item_id
1,1
1,4445
1,2317
1,10156
1,9777
1,3015
1,10106
1,9641
2,1280
2,2449
2,1458
2,4332
2,283
2,3116
2,574
2,1442
2,153
2,248
2,3235
2,5858
2,1
3,179
3,3611
3,6341
3,2790
3,1414
3,9676
3,6068
3,1410
3,1412
3,7432
3,1408
3,410
3,3228
3,1056
3,8192
3,302
3,1136
3,1
3,1632
3,2129
3,333
3,317
3,8196
4,4176
4,5163
4,3761
4,7159
4,952
4,7256
4,7963
4,4286
4,4322
4,6270
4,2479
5,4785
5,8777
5,9191
5,1
5,8664
5,8440
6,8825
6,6685
6,2471
6,3587
7,362
7,2
7,1030
7,5135
8,3015
8,3412
8,4195
8,7098
8,2199
8,2
8,6976
9,3505
9,1433
9,5435
9,9847
9,8675
9,1448
9,7998
10,3919
10,2
10,63
10,5431
10,64
10,5438
10,2520
10,5433
10,5108
10,4559
11,2199
11,5820
11,2435
11,1616
11,6283
11,2364
11,1506
11,1618
11,344
11,2
11,4178
11,570
11,2940
11,2967
11,756
11,3204
11,2800
11,8489
12,623
12,4959
12,2339
12,5563
12,2
12,7475
12,1806
12,1551
12,1926
12,8705
12,5465
12,6091
12,5428
12,8203
12,7880
12,8780
12,4960
12,7847
12,3898
12,1598
13,7099
13,8516
13,196
13,5435
13,2
13,5437
13,2515
14,7343
14,2
14,105
14,2380
15,1797
15,5433
15,2219
15,5434
16,2215
16,1797
16,5437
16,4167
16,2420
16,1495
16,356
16,1527
16,2
17,5288
17,2
17,9896
17,2907
17,1082
17,6982
18,2520
18,6812
18,351
18,2
18,4166
19,1798
19,2199
19,5433
19,2520
19,2201
19,197
19,5438
19,198
19,1797
19,834
20,1500
20,2440
20,538
20,9591
20,2
20,45
21,9222
21,2602
21,2520
21,1499
21,1071
21,2
21,196
21,8828
21,7098
21,6254
21,6655
21,5498
21,9104
21,8516
21,10059
21,9733
22,1828
22,5318
22,1420
22,8835
22,8089
22,6491
22,2528
22,9293
22,6640
22,8280
22,8209
22,8899
22,8279
22,7676
22,5001
22,6452
22,3
22,6517
22,7601
22,5893
22,7672
22,6728
22,9064
22,4065
22,6099
22,5983
22,328
22,7340
22,6708
22,5978
22,4332
22,1606
22,9374
22,6417
22,6480
22,3282
22,5058
22,9108
22,2117
23,3016
23,6401
23,9868
23,7157
23,906
23,3932
23,522
23,9800
23,2426
23,2795
23,9831
23,3
23,4116
23,4384
23,4084
23,7480
23,2280
23,6104
23,3361
23,4645
24,1601
24,8207
24,8512
24,2059
24,2967
24,8473
24,1527
24,2365
24,172
24,5466
24,1121
24,828
24,5838
24,10163
24,1219
24,2017
24,6958
24,745
24,1247
24,3000
24,3
24,2009
24,575
25,3
25,5267
25,6187
25,8404
25,4063
25,6745
25,7420
25,281
25,6449
25,2387
25,5369
25,3319
26,3200
26,6839
26,372
26,7163
26,2830
26,3
26,1286
27,4018
27,3
27,1185
28,1640
28,8919
28,4425
29,7112
29,3
29,6253
29,5299
29,6933
29,4044
30,4343
30,3
30,4095
30,967
30,8533
30,6157
31,8851
31,8825
31,2176
31,9296
31,9019
31,8906
31,7692
31,3932
31,5732
31,8697
31,2900
31,9865
31,1094
31,3059
31,1112
31,3773
31,9630
32,3
32,9068
32,1877
33,3217
33,723
33,3
33,2345
34,3492
34,8192
34,3072
34,5431
34,5435
34,1072
34,5808
35,8391
35,5539
35,3
35,2899
35,4349
36,4877
36,6067
36,3
37,3
37,4976
37,4286
38,1237
38,3
38,1959
38,2447
38,266
38,769
39,1462
39,4143
39,5088
39,3
39,3708
39,9271
39,7913
40,3
40,3964
40,491
41,3133
41,5556
41,3393
41,6851
41,5835
42,4
42,2560
42,9390
43,5372
43,8764
43,4
44,6861
44,971
44,6862
44,3087
44,2033
44,9419
45,4
45,7463
45,5
46,2280
46,5632
46,1059
46,4212
46,5598
46,1269
46,6596
46,6924
46,8738
46,4570
46,7017
46,7476
46,557
46,1270
46,4360
46,675
46,8361
46,888
46,1163
46,8488
46,4
47,1361
47,4
47,2625
48,3878
48,893
48,369
49,1857
49,1320
49,6548
49,1825
49,2638
49,8805
49,8994
50,1437
50,1349
50,7392
50,3397
50,5
50,2128
50,426
50,3119
51,1130
51,5
51,4259
52,4476
52,3420
52,3932
52,7803
52,6118
53,7835
53,1880
53,7014
54,730
54,9939
54,8582
54,556
55,5
55,2161
55,5159
55,2126
56,5
56,3133
56,4642
56,2630
56,8978
56,1360
57,6369
57,6148
57,5
58,3438
58,5
58,4003
58,9469
58,2582
58,2613
58,7084
58,4157
58,4327
58,3455
59,5062
59,8413
59,1881
59,5550
59,5
59,9475
59,9778
60,7279
60,5260
60,7399
60,5273
60,4132
60,8595
60,6893
61,9507
61,4418
61,5639
61,5865
61,5
62,3978
62,3092
62,647
62,6904
62,2371
62,986
62,9375
62,3701
62,9289
62,2528
62,1928
62,2246
62,1857
62,3710
62,6270
62,5050
62,9421
62,8109
62,6475
62,6291
62,9068
62,4328
62,1716
63,4469
63,2453
63,3307
64,1691
64,8907
64,5357
65,1365
65,888
65,443
65,6871
65,1294
65,6
65,3455
65,6590
66,9333
66,8595
66,6612
66,8255
66,399
67,9878
67,10023
67,8994
68,2951
68,3264
68,2948
68,9920
68,4146
69,8262
69,3743
69,6
69,5147
70,4570
70,4318
70,5773
71,9367
71,1138
71,4919
72,2119
72,5549
72,8581
72,3517
73,2447
73,1860
73,8465
73,2655
73,10100
73,1976
73,1942
73,3167
73,895
73,8249
73,7
73,2620
73,1661
74,7
74,5970
74,5154
75,6828
75,5598
75,8293
75,2692
75,4259
75,8380
75,481
76,10041
76,8641
76,9945
76,7
77,8090
77,7
77,4724
78,6497
78,6543
78,7
78,8811
78,6541
78,8055
78,1351
79,5153
79,3051
79,2825
79,9094
80,8177
80,7594
80,5649
80,4606
80,795
80,1871
80,1288
80,4406
80,5652
80,3953
80,8695
80,8697
80,3735
80,2420
80,1270
80,3655
80,9324
80,998
80,8790
80,2638
80,2104
80,362
80,1193
80,2030
80,3216
80,1104
80,1680
80,3714
80,8
80,8194
80,4895
81,2405
81,1694
81,8
81,9415
81,1405
81,9629
81,9892
81,1572
81,9802
81,8227
81,3790
81,1772
81,4114
82,2346
82,6475
82,8
82,5321
82,9784
82,9785
82,5145
82,8969
82,4481
82,4362
83,9892
83,10209
83,9802
83,7673
83,8469
83,10116
83,9476
83,8
83,9926
83,8299
83,9562
83,9800
83,10071
83,10144
83,7827
83,10108
83,10040
83,10006
83,1711
83,9831
83,4277
83,7392
83,1527
83,10170
83,9138
83,9948
83,2600
83,9204
83,8202
83,8684
83,1262
83,8361
83,10132
83,9592
84,8
84,9440
84,8718
84,985
84,3767
84,8128
84,8725
84,8026
85,8704
85,8
85,6261
86,9
86,1111
86,2026
86,2959
86,1320
86,1623
