user_id,item_id
1,8836
1,5390
1,9641
1,10106
1,3015
1,9777
1,10156
1,2317
2,1280
2,9286
2,3288
2,153
2,573
2,1
2,1442
2,3235
2,758
2,1458
2,574
2,3116
2,283
3,8196
3,1410
3,179
3,6089
3,1959
3,6365
3,344
3,1086
3,3926
3,8192
3,317
3,1412
3,2129
3,1632
3,9676
3,1136
3,1056
3,6068
3,3228
3,3611
3,2790
3,1408
3,2167
3,4400
4,7963
4,7159
4,7256
4,4322
4,4176
4,3761
4,2479
4,5163
4,7701
4,1
4,2726
4,952
5,8440
5,9191
5,4785
5,9469
5,1
5,8664
6,3587
6,1
6,8825
6,2471
7,2
7,1030
7,5135
7,362
8,5435
8,4195
8,3517
8,5432
8,3015
8,6976
8,2
8,2199
9,8675
9,6836
9,5435
9,1448
9,7998
9,9847
9,4186
9,4656
10,64
10,2520
10,2
10,549
10,3919
10,5433
10,5431
10,8501
10,5108
10,63
10,5438
11,2940
11,1616
11,196
11,570
11,4178
11,2798
11,344
11,2435
11,2
11,2199
11,1618
11,3204
11,1032
11,756
11,8489
11,1506
11,2800
11,2201
11,6283
12,3898
12,1926
12,1551
12,7475
12,4099
12,5428
12,5965
12,624
12,7880
12,2
12,8780
12,2680
12,1806
12,1598
12,5563
12,8705
12,2153
12,7847
12,623
12,2339
13,2
13,5435
13,5437
13,7099
13,1924
13,2515
13,2521
14,2380
14,105
14,2
14,1614
15,2
15,1797
15,5434
15,2219
16,1495
16,1210
16,1798
16,356
16,2215
16,7146
16,1527
16,5437
16,1797
16,4167
17,8774
17,2907
17,1082
17,9896
17,5288
17,6982
18,6812
18,2520
18,5672
18,2
18,4166
19,5794
19,2520
19,5433
19,197
19,1798
19,5962
19,2201
19,2
19,5438
19,198
19,834
20,2
20,2440
20,9591
20,1500
20,205
20,701
21,8828
21,195
21,8516
21,6582
21,2
21,6655
21,5498
21,1499
21,1071
21,10059
21,10045
21,7098
21,2602
21,6254
21,6763
21,7100
21,9222
22,1420
22,8280
22,2764
22,1828
22,7673
22,7983
22,6452
22,1606
22,7601
22,2922
22,5778
22,4065
22,5978
22,3
22,6640
22,4332
22,9374
22,7340
22,3807
22,6708
22,7452
22,6491
22,6642
22,10014
22,9387
22,7672
22,8899
22,328
22,3883
22,8279
22,8835
22,2117
22,9064
22,2528
22,6417
22,8209
22,5001
22,9293
22,6099
22,5983
23,4384
23,6401
23,3
23,1741
23,2426
23,9831
23,3361
23,6238
23,522
23,2280
23,3790
23,3932
23,4645
23,4116
23,7157
23,1293
23,7480
23,2795
23,418
23,3016
24,2017
24,8207
24,2059
24,1121
24,828
24,8512
24,2009
24,1527
24,1219
24,1126
24,184
24,2365
24,1601
24,2202
24,745
24,5838
24,3000
24,6958
24,1247
24,6936
24,172
24,3
24,357
25,844
25,1678
25,7420
25,8404
25,2387
25,3319
25,3
25,281
25,6449
25,6745
25,4063
25,5031
26,6839
26,372
26,2360
26,3200
26,3
26,2622
26,7163
26,4763
27,1185
27,1270
27,3
27,5827
28,4425
28,3
28,8919
28,4625
29,3
29,7112
29,5733
29,6933
29,4044
29,6253
30,4095
30,7985
30,6157
30,3
30,4343
30,8533
31,5732
31,3520
31,1094
31,2314
31,7403
31,8906
31,9296
31,3773
31,1112
31,3932
31,9019
31,3
31,9630
31,8851
31,8825
31,8729
31,2900
31,2176
32,3
32,7971
32,9068
32,1877
33,3
33,723
33,444
33,3420
34,3072
34,6204
34,8192
34,5808
34,1072
34,899
34,3492
34,5435
35,2100
35,4349
35,5539
35,8391
35,3
36,6067
36,786
36,3
36,4877
37,7554
37,4976
37,3
37,2069
38,3
38,6598
38,1237
38,1959
38,769
38,3879
39,3708
39,5088
39,8058
39,2803
39,7913
39,1462
39,4143
40,3964
40,6377
40,3
40,491
41,3393
41,5556
41,5764
41,5835
41,4
42,4
42,3788
42,9390
42,9660
43,4
43,5372
43,8764
43,621
44,3087
44,2033
44,7871
44,4
44,6861
44,971
45,7463
45,8290
45,8604
45,5
46,7476
46,675
46,4360
46,2280
46,5632
46,1270
46,8361
46,1269
46,1163
46,4102
46,4212
46,4570
46,6924
46,7017
46,8488
46,8738
46,1059
46,888
46,7235
46,5411
46,5598
47,8416
47,1361
47,4
47,2625
48,7994
48,893
48,4
48,3878
49,1825
49,6548
49,8994
49,8805
49,1320
49,8420
49,1857
50,3211
50,2128
50,1437
50,3119
50,5
50,3397
50,7392
50,1293
51,4259
51,5
51,9001
51,4086
52,4376
52,3420
52,4476
52,3932
52,6118
53,5
53,7014
53,7835
53,1880
54,8582
54,5
54,730
54,9939
55,2161
55,7475
55,5159
55,6297
56,2630
56,1360
56,3133
56,8978
56,1068
56,5
57,5
57,5495
57,6148
57,8533
58,7084
58,3455
58,2582
58,4987
58,4003
58,5
58,3307
58,8609
58,4327
58,9616
58,2613
59,5550
59,9778
59,8557
59,8413
59,1881
59,9712
59,5062
60,7279
60,5273
60,7830
60,5
60,5260
60,6893
60,8595
60,4132
61,4418
61,5639
61,5
61,5865
61,8408
62,2246
62,1857
62,9068
62,647
62,5050
62,1716
62,3701
62,1928
62,9421
62,3710
62,4476
62,9289
